drug1_id,drug2_id,drug1_name,drug2_name,cell_line,bliss,gamma,source
BKWJAKQVGHWELA-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MK-1775,Sorafenib,PL4,-0.20355606,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,OSI-027,Sorafenib,PL4,0.2450922,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Sorafenib,MK-2206,PL4,-0.51784945,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,0.33800822,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PL4,-1.1549373,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Trametinib,Sorafenib,PL4,6.5111346,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,AZD7762,Sorafenib,PL4,-0.470747,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Olaparib,Sorafenib,PL4,-0.67072535,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,SCH772984,Sorafenib,PL4,0.24368653,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Taselisib,Sorafenib,PL4,-0.2497129,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MK-1775,Sorafenib,PL4,-1.2403855,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,PL4,-0.16130611,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,SDUQYLNIPVEERB-UHFFFAOYSA-N,Sorafenib,Gemcitabine,PL4,-0.877782,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Galunisertib,Sorafenib,PL4,-0.852401,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Olaparib,Sorafenib,PL4,-1.7746905,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Ruxolitinib,Sorafenib,PL4,0.18886319,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Oxaliplatin,Sorafenib,PL4,-0.25002953,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,RCINICONZNJXQF-UHFFFAOYSA-N,Sorafenib,Paclitaxel,PL4,-0.08516106,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Lapatinib,Sorafenib,PL4,3.3257782,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Lapatinib,Sorafenib,PL4,-0.6065679,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Sorafenib,Dasatinib,PL4,0.60005176,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Sorafenib,MK-2206,PL4,-1.0833482,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,SCH772984,Sorafenib,PL4,-1.0737729,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Sorafenib,Linsitinib,PL4,-1.1422036,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Navitoclax,Sorafenib,PL4,-0.06351659,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Sorafenib,Linsitinib,PL4,1.2215499,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Taselisib,Sorafenib,PL4,-0.020055236,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Crizotinib,Sorafenib,PL4,0.6760991,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,PL4,0.41274852,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Dactolisib,Sorafenib,PL4,-2.0150754,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Sorafenib,Dasatinib,PL4,1.6015521,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,SDUQYLNIPVEERB-UHFFFAOYSA-N,Sorafenib,Gemcitabine,PL4,-1.2094693,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Galunisertib,Sorafenib,PL4,0.9177128,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Oxaliplatin,Sorafenib,PL4,-0.008881357,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Palbociclib,Sorafenib,PL4,-0.7615887,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Palbociclib,Sorafenib,PL4,-0.62132406,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Erlotinib,Sorafenib,PL4,-0.9497242,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-0.9512131,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,5-Fluorouracil,Irinotecan,PL4,-2.1290848,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Palbociclib,Irinotecan,PL4,-1.2447011,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-1775,Irinotecan,PL4,-0.19154601,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,SCH772984,Irinotecan,PL4,-2.9038134,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Dactolisib,Irinotecan,PL4,-1.8137167,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,PL4,-1.3040246,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Irinotecan,Dasatinib,PL4,-0.31460887,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Ruxolitinib,Irinotecan,PL4,-0.426095,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Erlotinib,Irinotecan,PL4,-0.4039749,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-3.1730022,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Dactolisib,Irinotecan,PL4,-0.760029,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,PL4,-1.1210421,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Gemcitabine,Irinotecan,PL4,-2.1170275,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-1.4641193,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Trametinib,Irinotecan,PL4,-2.7523468,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,2.3978355,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Gemcitabine,Irinotecan,PL4,-2.076327,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Paclitaxel,Irinotecan,PL4,-3.2751548,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Lapatinib,Irinotecan,PL4,0.313662,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Palbociclib,Irinotecan,PL4,-2.3624716,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Taselisib,Irinotecan,PL4,-2.134323,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,2.5136626,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Oxaliplatin,Irinotecan,PL4,-0.2889542,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Ruxolitinib,Irinotecan,PL4,-1.6433848,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PL4,0.97563666,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,AZD7762,Irinotecan,PL4,2.7263784,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Olaparib,Irinotecan,PL4,0.14793073,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Linsitinib,Irinotecan,PL4,-0.5898413,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Erlotinib,Irinotecan,PL4,0.58824974,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Olaparib,Irinotecan,PL4,-0.21079698,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,OSI-027,Irinotecan,PL4,-2.4349482,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-2206,Irinotecan,PL4,1.2855431,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Linsitinib,Irinotecan,PL4,-1.3870733,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-2206,Irinotecan,PL4,0.07017524,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-1.2065641,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-1775,Irinotecan,PL4,-0.389937,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Taselisib,Irinotecan,PL4,-3.1190615,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Paclitaxel,Irinotecan,PL4,-3.668058,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,SCH772984,Irinotecan,PL4,-1.9835845,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Galunisertib,Irinotecan,PL4,-0.48468304,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,OSI-027,Irinotecan,PL4,-0.90614617,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Lapatinib,Irinotecan,PL4,1.6557062,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Trametinib,Irinotecan,PL4,-3.009704,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PL4,-0.02654882,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Irinotecan,Dasatinib,PL4,-2.6679935,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,5-Fluorouracil,Irinotecan,PL4,-1.4650519,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Galunisertib,Irinotecan,PL4,-2.2577195,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,AZD7762,Irinotecan,PL4,0.7696703,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Oxaliplatin,Irinotecan,PL4,1.0010461,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Olaparib,Irinotecan,PL4,-1.052176,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Linsitinib,Irinotecan,PL4,0.13554579,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Erlotinib,Irinotecan,PL4,0.29765368,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Olaparib,Irinotecan,PL4,0.6667257,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,OSI-027,Irinotecan,PL4,-1.3896344,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-2206,Irinotecan,PL4,0.5364402,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,SCH772984,Irinotecan,PL4,-1.9057364,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Galunisertib,Irinotecan,PL4,-1.5751308,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,OSI-027,Irinotecan,PL4,-0.62776905,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Lapatinib,Irinotecan,PL4,0.30313534,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Linsitinib,Irinotecan,PL4,-0.545666,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-2206,Irinotecan,PL4,0.23989183,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-0.88654846,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-1775,Irinotecan,PL4,1.0711387,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Taselisib,Irinotecan,PL4,-3.1448665,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Paclitaxel,Irinotecan,PL4,-2.487741,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-0.4774837,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,5-Fluorouracil,Irinotecan,PL4,-0.79664075,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Palbociclib,Irinotecan,PL4,-0.875222,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Trametinib,Irinotecan,PL4,-2.9605799,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PL4,0.1773061,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Irinotecan,Dasatinib,PL4,-0.92568076,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,5-Fluorouracil,Irinotecan,PL4,-0.47767144,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Galunisertib,Irinotecan,PL4,-1.2703675,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,AZD7762,Irinotecan,PL4,1.1853173,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Oxaliplatin,Irinotecan,PL4,0.23887838,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Irinotecan,Dasatinib,PL4,0.73431337,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-1775,Irinotecan,PL4,-0.22398418,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,SCH772984,Irinotecan,PL4,-2.7691708,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Dactolisib,Irinotecan,PL4,-0.922795,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,PL4,-0.73075867,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Ruxolitinib,Irinotecan,PL4,-0.1269213,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Erlotinib,Irinotecan,PL4,-0.30381092,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-3.4660707,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Dactolisib,Irinotecan,PL4,0.77933955,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,PL4,-2.5251806,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Gemcitabine,Irinotecan,PL4,-1.8358164,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-1.042635,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Trametinib,Irinotecan,PL4,-2.9213598,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,3.515048,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Gemcitabine,Irinotecan,PL4,-1.20562,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Paclitaxel,Irinotecan,PL4,-2.9828546,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Lapatinib,Irinotecan,PL4,0.70099336,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Palbociclib,Irinotecan,PL4,-0.994188,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Taselisib,Irinotecan,PL4,-0.9338217,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,1.8854576,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Oxaliplatin,Irinotecan,PL4,-1.7331553,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Ruxolitinib,Irinotecan,PL4,-0.65942335,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PL4,0.7027218,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,AZD7762,Irinotecan,PL4,2.6534576,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Linsitinib,Irinotecan,PL4,0.36128268,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-2206,Irinotecan,PL4,-0.0144205075,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-0.728871,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-1775,Irinotecan,PL4,0.6697526,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Taselisib,Irinotecan,PL4,-0.85290664,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Paclitaxel,Irinotecan,PL4,-1.169991,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-1.1411446,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,5-Fluorouracil,Irinotecan,PL4,-1.1793154,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Palbociclib,Irinotecan,PL4,-1.2110503,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,MK-1775,Irinotecan,PL4,0.6935378,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,SCH772984,Irinotecan,PL4,-3.262603,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Dactolisib,Irinotecan,PL4,-0.3574383,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,PL4,-0.3946648,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Ruxolitinib,Irinotecan,PL4,-1.1622013,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Erlotinib,Irinotecan,PL4,0.4883171,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-1.228641,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Dactolisib,Irinotecan,PL4,-0.1451214,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,PL4,-0.5575765,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Gemcitabine,Irinotecan,PL4,-3.7630959,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-2.0148845,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Trametinib,Irinotecan,PL4,-2.216783,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,2.2017446,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Gemcitabine,Irinotecan,PL4,-1.9812071,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Paclitaxel,Irinotecan,PL4,-3.194713,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Lapatinib,Irinotecan,PL4,-0.12480612,,GDSC
